"","","","","","","X.Intercept."
"461","26","30","hn+cov1","0.7","aic","-11.1485173038857"
"462","26","30","hn+cov1","0.7","varp","0.0694384048618781"
"463","26","30","hn+cov1+cov2","0.7","p","0.48995921344102"
"464","26","30","hn+cov1+cov2","0.7","b0","-1.08962273904636"
"465","26","30","hn+cov1+cov2","0.7","cov1","-0.362538559274523"
"466","26","30","hn+cov1+cov2","0.7","cov2","0.421823425510751"
"467","26","30","hn+cov1+cov2","0.7","aic","-9.39844554869036"
"468","26","30","hn+cov1+cov2","0.7","varp","0.071387498351557"
"469","27","30","hn","0.7","p","0.502378492093641"
"470","27","30","hn","0.7","b0","-0.900196376857446"
