"","","","","","","X.Intercept."
"205","10","1000","hn+cov1+cov2","0.7","n","74"
"206","10","1000","hn+cov1+cov2","0.7","b0","-1.70044749758088"
"207","10","1000","hn+cov1+cov2","0.7","cov1","0.150471960805699"
"208","10","1000","hn+cov1+cov2","0.7","cov2","-0.0306646515151879"
"209","10","1000","hn+cov1+cov2","0.7","aic","-51.1112550119409"
"210","10","1000","hn+cov1+cov2","0.7","varp","0.0451935581376488"
"211","11","1000","hn","0.7","p","0.574136655956867"
"212","11","1000","hn","0.7","n","81"
"213","11","1000","hn","0.7","b0","-0.85021710663677"
"214","11","1000","hn","0.7","cov1",NA
"215","11","1000","hn","0.7","cov2",NA
"216","11","1000","hn","0.7","aic","-39.3156689448286"
"217","11","1000","hn","0.7","varp","0.0482808038683593"
"218","11","1000","hn+cov1","0.7","p","0.59217490066163"
"219","11","1000","hn+cov1","0.7","n","81"
"220","11","1000","hn+cov1","0.7","b0","-3.44707004749918"
"221","11","1000","hn+cov1","0.7","cov1","0.797058091719303"
"222","11","1000","hn+cov1","0.7","cov2",NA
"223","11","1000","hn+cov1","0.7","aic","-44.6550411248029"
"224","11","1000","hn+cov1","0.7","varp","0.0776347993065774"
"225","11","1000","hn+cov1+cov2","0.7","p","0.506866923559274"
"226","11","1000","hn+cov1+cov2","0.7","n","81"
"227","11","1000","hn+cov1+cov2","0.7","b0","-1.41286569846756"
"228","11","1000","hn+cov1+cov2","0.7","cov1","0.246517371586777"
"229","11","1000","hn+cov1+cov2","0.7","cov2","-0.129611922241565"
"230","11","1000","hn+cov1+cov2","0.7","aic","-51.3926744364681"
"231","11","1000","hn+cov1+cov2","0.7","varp","0.047587386362961"
"232","12","1000","hn","0.7","p","0.501426486765853"
"233","12","1000","hn","0.7","n","76"
"234","12","1000","hn","0.7","b0","-1.00765543916456"
"235","12","1000","hn","0.7","cov1",NA
"236","12","1000","hn","0.7","cov2",NA
"237","12","1000","hn","0.7","aic","-50.1981721490404"
"238","12","1000","hn","0.7","varp","0.0452410343800648"
"239","12","1000","hn+cov1","0.7","p","0.48500162806025"
"240","12","1000","hn+cov1","0.7","n","76"
"241","12","1000","hn+cov1","0.7","b0","-1.43242456483462"
"242","12","1000","hn+cov1","0.7","cov1","0.0681638124092861"
"243","12","1000","hn+cov1","0.7","cov2",NA
"244","12","1000","hn+cov1","0.7","aic","-52.4834571933285"
"245","12","1000","hn+cov1","0.7","varp","0.0447932748240348"
"246","12","1000","hn+cov1+cov2","0.7","p","0.48315102033984"
"247","12","1000","hn+cov1+cov2","0.7","n","76"
"248","12","1000","hn+cov1+cov2","0.7","b0","-1.56111950643914"
"249","12","1000","hn+cov1+cov2","0.7","cov1","0.0376080658093927"
"250","12","1000","hn+cov1+cov2","0.7","cov2","0.0453832686246683"
"251","12","1000","hn+cov1+cov2","0.7","aic","-50.9216860275498"
"252","12","1000","hn+cov1+cov2","0.7","varp","0.0458610948092302"
"253","13","1000","hn","0.7","p","0.520347217785725"
"254","13","1000","hn","0.7","n","73"
"255","13","1000","hn","0.7","b0","-0.966217058500074"
"256","13","1000","hn","0.7","cov1",NA
"257","13","1000","hn","0.7","cov2",NA
"258","13","1000","hn","0.7","aic","-44.3134376705756"
"259","13","1000","hn","0.7","varp","0.0459251178584731"
"260","13","1000","hn+cov1","0.7","p","0.491104698974776"
"261","13","1000","hn+cov1","0.7","n","73"
"262","13","1000","hn+cov1","0.7","b0","-1.54079434456404"
"263","13","1000","hn+cov1","0.7","cov1","0.0898753309558374"
"264","13","1000","hn+cov1","0.7","cov2",NA
"265","13","1000","hn+cov1","0.7","aic","-49.3497160197251"
"266","13","1000","hn+cov1","0.7","varp","0.0433812764078599"
"267","13","1000","hn+cov1+cov2","0.7","p","0.480421154548838"
"268","13","1000","hn+cov1+cov2","0.7","n","73"
"269","13","1000","hn+cov1+cov2","0.7","b0","-1.76757268542038"
