"","","","","","","X.Intercept."
"462","26","30","hn+cov1","0.7","varp","0.155313309912323"
"463","26","30","hn+cov1+cov2","0.7","p","0.87988057879282"
"464","26","30","hn+cov1+cov2","0.7","b0","0.237835022748141"
"465","26","30","hn+cov1+cov2","0.7","cov1","22.2589312138556"
"466","26","30","hn+cov1+cov2","0.7","cov2","-5.80146111194551"
"467","26","30","hn+cov1+cov2","0.7","aic","4.17290816227093"
"468","26","30","hn+cov1+cov2","0.7","varp","0.352291329958652"
"469","27","30","hn","0.7","p","0.999941457403806"
"470","27","30","hn","0.7","b0","12.0065399360613"
"471","27","30","hn","0.7","cov1",NA
"472","27","30","hn","0.7","cov2",NA
"473","27","30","hn","0.7","aic","2.00000000004543"
"474","27","30","hn","0.7","varp","31.7543570557713"
"475","27","30","hn+cov1","0.7","p","0.920097818911182"
