"","","","","","","X.Intercept."
"354","20","30","hn+cov1","999","varp","0.0530806896418959"
"355","20","30","hn+cov1+cov2","999","p","0.221880941977104"
"356","20","30","hn+cov1+cov2","999","b0","-0.0712301085572322"
"357","20","30","hn+cov1+cov2","999","cov1","-0.787147671071867"
"358","20","30","hn+cov1+cov2","999","cov2","0.012427894232934"
"359","20","30","hn+cov1+cov2","999","aic","-37.0626678808607"
"360","20","30","hn+cov1+cov2","999","varp","0.0537519706326766"
"361","21","30","hn","999","p","0.297008644142291"
"362","21","30","hn","999","b0","-1.43975869929371"
"363","21","30","hn","999","cov1",NA
"364","21","30","hn","999","cov2",NA
"365","21","30","hn","999","aic","-40.853245966095"
"366","21","30","hn","999","varp","0.0246757678196709"
"367","21","30","hn+cov1","999","p","0.17266804923583"
"368","21","30","hn+cov1","999","b0","-0.534951972891529"
"369","21","30","hn+cov1","999","cov1","-0.702522502859279"
"370","21","30","hn+cov1","999","cov2",NA
"371","21","30","hn+cov1","999","aic","-55.9909205043606"
"372","21","30","hn+cov1","999","varp","0.0545595723473083"
"373","21","30","hn+cov1+cov2","999","p","0.172875445191175"
"374","21","30","hn+cov1+cov2","999","b0","-0.757300934675652"
"375","21","30","hn+cov1+cov2","999","cov1","0.0402493102527593"
"376","21","30","hn+cov1+cov2","999","cov2","-0.764174520255618"
"377","21","30","hn+cov1+cov2","999","aic","-56.8362740115891"
"378","21","30","hn+cov1+cov2","999","varp","0.0387752710887333"
"379","22","30","hn","999","p","0.438223220781332"
"380","22","30","hn","999","b0","-1.0463893801726"
"381","22","30","hn","999","cov1",NA
"382","22","30","hn","999","cov2",NA
"383","22","30","hn","999","aic","-18.6892548285875"
"384","22","30","hn","999","varp","0.0457103921878125"
"385","22","30","hn+cov1","999","p","0.336265038392174"
"386","22","30","hn+cov1","999","b0","-0.544841767677229"
"387","22","30","hn+cov1","999","cov1","-0.478751353369405"
"388","22","30","hn+cov1","999","cov2",NA
"389","22","30","hn+cov1","999","aic","-27.1179194797785"
"390","22","30","hn+cov1","999","varp","0.0616928455849432"
"391","22","30","hn+cov1+cov2","999","p","0.336091076000863"
"392","22","30","hn+cov1+cov2","999","b0","-0.5250653506533"
"393","22","30","hn+cov1+cov2","999","cov1","-0.692077136682437"
"394","22","30","hn+cov1+cov2","999","cov2","0.186543185044765"
"395","22","30","hn+cov1+cov2","999","aic","-25.2361502220516"
